Date,Primary Type,Location Description,Arrest,Ward,Year,Latitude,Longitude
09/06/23 1:28,ROBBERY,HOTEL / MOTEL,false,11,2023,41.84966653,-87.63194093
09/06/23 23:30,BATTERY,APARTMENT,true,32,2023,41.94680911,-87.68264136
08/19/2023 03:00:00 PM,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,false,18,2023,41.73483371,-87.66304071
09/06/23 2:00,MOTOR VEHICLE THEFT,STREET,false,9,2023,41.72476817,-87.62874029
09/06/23 1:00,CRIMINAL DAMAGE,STREET,false,8,2023,41.74531692,-87.59412899
09/06/23 9:30,THEFT,PARK PROPERTY,false,49,2023,42.0025757,-87.65915619
08/03/23 19:55,THEFT,PARK PROPERTY,false,42,2023,41.87411982,-87.62422367
08/25/2024 06:59:00 PM,BATTERY,SIDEWALK,false,42,2024,41.89453984,-87.62424392
09/06/23 19:30,THEFT,RESIDENCE - YARD (FRONT / BACK),false,48,2023,41.99812694,-87.66612678
09/06/23 11:45,BATTERY,CONVENIENCE STORE,false,37,2023,41.89947656,-87.72620879
09/06/23 18:00,ASSAULT,APARTMENT,false,46,2023,41.9504919,-87.64959595
09/06/23 13:30,THEFT,PARK PROPERTY,false,45,2023,41.96498423,-87.75824607
09/06/23 17:30,THEFT,STREET,false,4,2023,41.80379923,-87.59053031
09/06/23 7:40,THEFT,SMALL RETAIL STORE,false,42,2023,41.89364666,-87.63117714
09/06/23 19:35,THEFT,SMALL RETAIL STORE,false,48,2023,41.98410903,-87.66085538
09/06/23 8:34,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,false,18,2023,41.73516241,-87.70368375
09/06/23 7:00,CRIMINAL DAMAGE,STREET,false,16,2023,41.7712251,-87.6858633
09/06/23 2:30,MOTOR VEHICLE THEFT,GAS STATION,false,23,2023,41.77111324,-87.72256712
09/06/23 10:15,SEX OFFENSE,SIDEWALK,false,47,2023,41.94396785,-87.66999993
09/06/23 19:00,MOTOR VEHICLE THEFT,STREET,false,7,2023,41.71784334,-87.56111949
09/06/23 20:00,ASSAULT,RESIDENCE,false,7,2023,41.74905864,-87.56012618
09/06/23 8:30,ASSAULT,CTA BUS STOP,false,19,2023,41.68479668,-87.7200966
09/06/23 9:00,THEFT,RESIDENCE,false,9,2023,41.72656648,-87.63606562
09/06/23 11:41,DECEPTIVE PRACTICE,STREET,true,42,2023,41.90239422,-87.62697816
09/06/23 19:00,MOTOR VEHICLE THEFT,STREET,false,10,2023,41.7022446,-87.56397937
09/06/23 15:15,BATTERY,RESIDENCE - YARD (FRONT / BACK),false,11,2023,41.82849936,-87.64361241
09/06/23 16:30,BURGLARY,SMALL RETAIL STORE,false,6,2023,41.75852494,-87.60872964
09/06/23 6:30,THEFT,STREET,false,1,2023,41.90705021,-87.6634501
09/06/23 15:32,THEFT,GROCERY FOOD STORE,false,32,2023,41.93543292,-87.66850434
09/06/23 9:41,THEFT,DEPARTMENT STORE,false,49,2023,41.99873416,-87.66061312
09/06/23 19:03,OTHER OFFENSE,STREET,true,26,2023,41.91715988,-87.72714715
09/06/23 23:00,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,28,2023,41.88051514,-87.7438419
08/07/23 0:00,DECEPTIVE PRACTICE,APARTMENT,false,33,2023,41.9490503,-87.7066636
09/06/23 7:10,OTHER OFFENSE,SMALL RETAIL STORE,false,42,2023,41.89914529,-87.62791022
09/06/23 15:57,THEFT,OTHER (SPECIFY),false,4,2023,41.86708141,-87.61900371
09/06/23 10:30,CRIMINAL TRESPASS,STREET,false,8,2023,41.74512181,-87.60137571
09/06/23 20:10,DECEPTIVE PRACTICE,OTHER (SPECIFY),false,38,2023,41.9382685,-87.83246165
09/06/23 22:18,CRIMINAL DAMAGE,STREET,false,17,2023,41.7478257,-87.64638584
09/06/23 18:00,MOTOR VEHICLE THEFT,STREET,false,27,2023,41.89189399,-87.70675248
09/06/23 21:10,OFFENSE INVOLVING CHILDREN,APARTMENT,false,12,2023,41.80899079,-87.70642393
08/14/2023 03:00:00 PM,BURGLARY,APARTMENT,false,17,2023,41.75330763,-87.66715475
09/06/23 22:00,THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,14,2023,41.80785104,-87.725149
08/25/2024 07:00:00 PM,THEFT,RESTAURANT,false,42,2024,41.89198447,-87.62416567
08/25/2024 03:35:00 AM,BATTERY,APARTMENT,false,6,2024,41.75969157,-87.61270427
09/06/23 23:58,CRIMINAL DAMAGE,STREET,false,46,2023,41.95573662,-87.6561685
09/06/23 1:30,ASSAULT,RESIDENCE,false,16,2023,41.77658914,-87.67505278
09/06/23 17:40,OFFENSE INVOLVING CHILDREN,APARTMENT,false,34,2023,41.86811607,-87.63237812
09/06/23 13:26,PUBLIC PEACE VIOLATION,ALLEY,false,20,2023,41.80074086,-87.65139931
09/06/23 11:20,THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,28,2023,41.86539738,-87.64066078
06/12/23 15:00,MOTOR VEHICLE THEFT,STREET,false,3,2023,41.81398653,-87.61258752
08/25/2024 03:37:00 AM,MOTOR VEHICLE THEFT,STREET,false,3,2024,41.79765243,-87.62091948
09/06/23 15:30,ASSAULT,RESIDENCE - PORCH / HALLWAY,false,50,2023,42.00538405,-87.70932675
09/06/23 15:33,THEFT,DEPARTMENT STORE,false,14,2023,41.81782278,-87.72392842
06/05/23 12:00,THEFT,BAR OR TAVERN,false,49,2023,42.00789361,-87.66661712
09/06/23 9:11,ASSAULT,APARTMENT,false,27,2023,41.87753281,-87.67238752
09/06/23 0:40,CRIMINAL DAMAGE,RESIDENCE,false,17,2023,41.74408176,-87.67056268
09/06/23 6:00,BATTERY,APARTMENT,false,27,2023,41.89713193,-87.65679165
09/06/23 9:41,ASSAULT,STREET,false,9,2023,41.66294403,-87.64141128
09/06/23 17:00,DECEPTIVE PRACTICE,RESIDENCE - GARAGE,false,33,2023,41.94964068,-87.71279687
09/06/23 16:00,BATTERY,ALLEY,false,24,2023,41.86685369,-87.71299602
09/06/23 11:45,CRIMINAL DAMAGE,GOVERNMENT BUILDING / PROPERTY,true,37,2023,41.90952402,-87.75398658
09/06/23 15:02,THEFT,TAVERN / LIQUOR STORE,false,15,2023,41.78634316,-87.69760977
09/06/23 3:48,BATTERY,RESIDENCE,false,21,2023,41.71882357,-87.64314179
09/06/23 0:18,DECEPTIVE PRACTICE,CONVENIENCE STORE,false,16,2023,41.7796184,-87.65376796
09/06/23 15:30,BATTERY,STREET,false,11,2023,41.82849936,-87.64361241
08/26/2023 01:50:00 AM,CRIMINAL DAMAGE,SCHOOL - PUBLIC BUILDING,false,14,2023,41.79339092,-87.7117283
09/06/23 10:00,BURGLARY,COMMERCIAL / BUSINESS OFFICE,false,20,2023,41.78003628,-87.60463783
09/06/23 18:00,CRIMINAL DAMAGE,STREET,false,4,2023,41.80749934,-87.59023448
09/06/23 21:00,CRIMINAL DAMAGE,STREET,false,10,2023,41.73185965,-87.55477843
09/06/23 6:00,BATTERY,APARTMENT,false,28,2023,41.88108866,-87.72076449
09/06/23 13:58,BATTERY,RESIDENCE,false,8,2023,41.7449733,-87.59660272
09/06/23 20:10,BATTERY,STREET,false,10,2023,41.70013456,-87.5619832
09/06/23 18:07,THEFT,RESIDENCE - PORCH / HALLWAY,false,1,2023,41.91832094,-87.70523743
09/06/23 13:30,ROBBERY,BANK,false,10,2023,41.72787262,-87.55120713
09/06/23 22:30,MOTOR VEHICLE THEFT,STREET,false,6,2023,41.76183073,-87.62751028
09/06/23 1:50,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,false,20,2023,41.80171934,-87.63070362
09/06/23 18:45,DECEPTIVE PRACTICE,CTA PLATFORM,false,4,2023,41.86742869,-87.62634257
09/06/23 8:45,OTHER OFFENSE,AUTO / BOAT / RV DEALERSHIP,false,31,2023,41.92992517,-87.74652561
09/06/23 15:30,THEFT,SMALL RETAIL STORE,false,21,2023,41.68507436,-87.64277407
09/06/23 11:45,BATTERY,SCHOOL - PUBLIC BUILDING,false,6,2023,41.76525416,-87.64125515
09/06/23 18:15,CRIMINAL SEXUAL ASSAULT,COLLEGE / UNIVERSITY - RESIDENCE HALL,false,4,2023,41.87133667,-87.625925
09/06/23 22:00,THEFT,STREET,false,45,2023,41.97304656,-87.7709563
08/25/2024 02:20:00 AM,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,43,2024,41.92820201,-87.64203601
09/06/23 19:00,NARCOTICS,PARK PROPERTY,true,28,2023,41.88326797,-87.71215055
09/06/23 18:00,CRIMINAL DAMAGE,STREET,false,4,2023,41.80713554,-87.58999294
09/06/23 2:30,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,false,23,2023,41.76335807,-87.71746875
09/06/23 19:45,THEFT,STREET,false,4,2023,41.80689027,-87.58983438
09/06/23 8:46,BATTERY,APARTMENT,true,35,2023,41.92537055,-87.72557751
09/06/23 11:25,CRIMINAL TRESPASS,RESIDENCE - PORCH / HALLWAY,false,40,2023,41.98260385,-87.69671309
09/07/23 0:00,BATTERY,STREET,false,7,2023,41.75131717,-87.56380046
09/06/23 13:24,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,false,32,2023,41.91081797,-87.6545604
09/06/23 22:50,ROBBERY,STREET,false,39,2023,41.98296377,-87.7169054
09/06/23 21:30,CRIMINAL DAMAGE,STREET,false,26,2023,41.9173366,-87.71245591
09/06/23 10:10,BATTERY,STREET,false,8,2023,41.74922413,-87.57715731
09/06/23 21:29,BATTERY,APARTMENT,true,16,2023,41.8007726,-87.67327595
08/17/2023 12:00:00 PM,ASSAULT,APARTMENT,false,25,2023,41.85552287,-87.68084386
09/06/23 18:18,PUBLIC PEACE VIOLATION,STREET,true,16,2023,41.78999432,-87.65233829
09/06/23 17:30,MOTOR VEHICLE THEFT,STREET,false,17,2023,41.75174274,-87.66186068
08/28/2023 07:30:00 PM,THEFT,COMMERCIAL / BUSINESS OFFICE,false,34,2023,41.88309289,-87.65038478
09/06/23 21:00,ASSAULT,APARTMENT,false,33,2023,41.95659747,-87.70076612
09/06/23 3:34,ASSAULT,STREET,false,14,2023,41.80160788,-87.73932467
09/06/23 5:40,THEFT,STREET,false,35,2023,41.92634643,-87.72485902
09/06/23 19:00,BATTERY,DEPARTMENT STORE,false,36,2023,41.92807654,-87.78560619
09/06/23 13:19,MOTOR VEHICLE THEFT,STREET,false,9,2023,41.6810244,-87.61468454
09/02/23 2:00,DECEPTIVE PRACTICE,APARTMENT,false,42,2023,41.89075699,-87.63613388
09/06/23 21:33,OTHER OFFENSE,STREET,false,17,2023,41.74427848,-87.64750096
09/06/23 22:09,PUBLIC PEACE VIOLATION,STREET,true,6,2023,41.75850964,-87.60934922
09/06/23 17:15,BATTERY,STREET,false,43,2023,41.91311018,-87.63320866
09/06/23 7:30,BATTERY,APARTMENT,false,7,2023,41.71656332,-87.56462908
09/06/23 0:21,ASSAULT,APARTMENT,false,24,2023,41.8726825,-87.71401546
09/06/23 7:00,BATTERY,APARTMENT,false,4,2023,41.82213036,-87.60327658
09/06/23 22:30,ROBBERY,GAS STATION,false,3,2023,41.79467209,-87.62357087
08/25/2024 06:00:00 PM,THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,36,2024,41.91571587,-87.74605323
09/06/23 11:00,THEFT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,false,13,2023,41.78898704,-87.74147999
09/06/23 21:22,ASSAULT,PARK PROPERTY,false,46,2023,41.96590572,-87.64539748
09/06/23 15:45,ASSAULT,STREET,false,24,2023,41.85896566,-87.71585846
09/06/23 0:23,ROBBERY,STREET,false,33,2023,41.95391683,-87.70836586
09/06/23 9:00,ASSAULT,APARTMENT,false,6,2023,41.76520694,-87.61041391
09/06/23 15:02,THEFT,SMALL RETAIL STORE,true,15,2023,41.80859321,-87.66557723
08/14/2023 03:00:00 PM,DECEPTIVE PRACTICE,DEPARTMENT STORE,false,42,2023,41.89381253,-87.62422992
09/06/23 4:31,CRIMINAL DAMAGE,APARTMENT,false,30,2023,41.94438634,-87.72733776
09/06/23 5:00,SEX OFFENSE,RESIDENCE,false,37,2023,41.88308863,-87.76328861
09/06/23 2:30,CRIMINAL SEXUAL ASSAULT,HOSPITAL BUILDING / GROUNDS,false,42,2023,41.89221925,-87.60468265
08/25/2024 10:03:00 PM,PUBLIC PEACE VIOLATION,SIDEWALK,true,17,2024,41.7713041,-87.65671144
09/05/23 22:10,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,34,2023,41.87922585,-87.64663642
09/06/23 14:30,DECEPTIVE PRACTICE,APARTMENT,false,50,2023,41.99636357,-87.70323823
09/06/23 9:30,THEFT,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,false,13,2023,41.78898704,-87.74147999
09/06/23 18:09,ROBBERY,PARKING LOT / GARAGE (NON RESIDENTIAL),false,12,2023,41.8225226,-87.69049409
09/06/23 14:49,THEFT,SMALL RETAIL STORE,true,42,2023,41.89169488,-87.62615583
09/06/23 22:23,ASSAULT,STREET,false,3,2023,41.84884597,-87.62924489
09/06/23 1:00,BATTERY,STREET,true,8,2023,41.73955239,-87.60247589
08/12/23 0:01,DECEPTIVE PRACTICE,RESIDENCE,false,15,2023,41.80767293,-87.67587906
08/14/2023 04:03:00 AM,DECEPTIVE PRACTICE,OTHER (SPECIFY),false,49,2023,42.00692256,-87.67000125
09/06/23 23:54,ASSAULT,ALLEY,false,49,2023,42.00155296,-87.65929943
09/06/23 8:03,MOTOR VEHICLE THEFT,STREET,false,4,2023,41.81257944,-87.60443782
09/06/23 19:48,CRIMINAL DAMAGE,APARTMENT,false,7,2023,41.74590509,-87.54914144
09/06/23 22:15,ROBBERY,STREET,false,14,2023,41.78205732,-87.70322518
09/06/23 22:17,BATTERY,RESIDENCE,false,10,2023,41.70221832,-87.53045097
08/31/2023 05:45:00 PM,DECEPTIVE PRACTICE,VEHICLE - COMMERCIAL,false,9,2023,41.72184048,-87.61727759
09/01/23 20:00,THEFT,STREET,false,47,2023,41.96020189,-87.68379197
09/06/23 21:58,PUBLIC PEACE VIOLATION,APARTMENT,false,26,2023,41.90163129,-87.70940862
09/06/23 16:00,ASSAULT,SCHOOL - PUBLIC GROUNDS,false,8,2023,41.73709431,-87.57299818
09/06/23 11:19,OTHER OFFENSE,RESIDENCE,false,30,2023,41.93950984,-87.76489245
09/07/23 0:00,MOTOR VEHICLE THEFT,STREET,false,8,2023,41.72727413,-87.58791764
08/23/2023 03:00:00 PM,THEFT,APARTMENT,false,28,2023,41.86849436,-87.68364177
09/06/23 17:00,DECEPTIVE PRACTICE,OTHER (SPECIFY),false,7,2023,41.72238516,-87.58181284
09/06/23 11:00,THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,4,2023,41.87183477,-87.62615082
09/06/23 19:48,BATTERY,RESIDENCE,false,7,2023,41.74590509,-87.54914144
09/06/23 16:50,THEFT,STREET,false,28,2023,41.88098896,-87.70485404
09/06/23 15:07,OTHER OFFENSE,STREET,false,40,2023,41.97631047,-87.68916679
09/06/23 17:30,MOTOR VEHICLE THEFT,RESIDENCE - YARD (FRONT / BACK),false,3,2023,41.79739993,-87.62091494
09/06/23 21:00,ASSAULT,RESIDENCE,false,24,2023,41.87002813,-87.70882386
08/25/2024 02:00:00 AM,THEFT,STREET,false,10,2024,41.73666524,-87.55280051
08/20/2023 02:00:00 AM,MOTOR VEHICLE THEFT,STREET,false,10,2023,41.70775621,-87.58070877
09/06/23 17:29,BURGLARY,APARTMENT,false,17,2023,41.73773115,-87.65499749
09/06/23 7:00,THEFT,RESIDENCE - PORCH / HALLWAY,false,7,2023,41.7211832,-87.56235057
09/06/23 13:01,ROBBERY,STREET,false,37,2023,41.90075729,-87.73178739
09/06/23 3:00,THEFT,STREET,false,9,2023,41.71181076,-87.63931992
08/25/2024 01:30:00 AM,BATTERY,APARTMENT,true,9,2024,41.69564696,-87.61832615
09/06/23 23:00,MOTOR VEHICLE THEFT,STREET,false,34,2023,41.86681074,-87.62581703
09/06/23 0:22,BATTERY,ALLEY,false,35,2023,41.92342294,-87.73041337
09/06/23 14:51,BATTERY,SCHOOL - PUBLIC GROUNDS,false,15,2023,41.7931952,-87.6876885
09/06/23 4:30,BATTERY,APARTMENT,false,24,2023,41.86169934,-87.72260523
09/06/23 8:40,THEFT,GAS STATION,false,26,2023,41.9029232,-87.69728851
09/06/23 17:12,THEFT,STREET,true,26,2023,41.90483759,-87.68775144
09/06/23 14:25,ASSAULT,SCHOOL - PUBLIC GROUNDS,false,18,2023,41.7449912,-87.71761499
09/06/23 20:00,MOTOR VEHICLE THEFT,STREET,false,50,2023,41.99757383,-87.69876753
09/06/23 12:36,ASSAULT,WAREHOUSE,false,17,2023,41.75898158,-87.66363247
09/02/23 9:00,DECEPTIVE PRACTICE,APARTMENT,false,49,2023,42.01128199,-87.68178964
09/06/23 16:13,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,16,2023,41.76750868,-87.68332005
09/06/23 22:30,CRIMINAL DAMAGE,APARTMENT,false,37,2023,41.89937901,-87.75570919
09/06/23 21:00,BATTERY,STREET,false,27,2023,41.89247493,-87.71622631
08/24/2023 07:45:00 PM,THEFT,CTA TRAIN,false,1,2023,41.90982859,-87.67744759
09/06/23 10:13,CRIMINAL DAMAGE,RESIDENCE,false,16,2023,41.79310257,-87.65727433
09/06/23 21:25,CRIMINAL TRESPASS,PARKING LOT / GARAGE (NON RESIDENTIAL),true,17,2023,41.74988027,-87.66342658
09/07/23 0:00,PUBLIC PEACE VIOLATION,RESIDENCE - YARD (FRONT / BACK),true,29,2023,41.87999676,-87.7618142
09/06/23 14:15,ASSAULT,RESIDENCE - YARD (FRONT / BACK),false,16,2023,41.79693636,-87.66101873
09/01/23 10:00,CRIMINAL DAMAGE,APARTMENT,false,6,2023,41.77495344,-87.6368689
09/06/23 22:00,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,50,2023,42.00026563,-87.69971572
09/06/23 10:30,ASSAULT,APARTMENT,false,41,2023,41.96704074,-87.78196317
09/06/23 16:35,BATTERY,RESTAURANT,false,46,2023,41.96542318,-87.65562101
09/06/23 20:20,PUBLIC PEACE VIOLATION,APARTMENT,false,19,2023,41.69133997,-87.67749338
09/06/23 8:30,ASSAULT,STREET,false,31,2023,41.92789992,-87.74706232
09/06/23 22:15,ROBBERY,STREET,false,20,2023,41.78041566,-87.60560879
09/06/23 14:30,CRIMINAL DAMAGE,STREET,false,28,2023,41.87968721,-87.73183081
09/06/23 15:00,CRIMINAL DAMAGE,STREET,false,37,2023,41.90506883,-87.74724185
08/25/2024 04:30:00 PM,BATTERY,APARTMENT,false,29,2024,41.87570983,-87.75843391
08/25/2024 05:00:00 AM,OFFENSE INVOLVING CHILDREN,APARTMENT,false,29,2024,41.87496014,-87.74639712
09/06/23 19:00,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,4,2023,41.83469081,-87.61370565
09/06/23 5:00,CRIMINAL SEXUAL ASSAULT,RESIDENCE,false,37,2023,41.88773966,-87.76374673
09/06/23 18:00,CRIMINAL DAMAGE,STREET,false,4,2023,41.80689027,-87.58983438
09/06/23 14:19,THEFT,ALLEY,false,4,2023,41.86924442,-87.62707888
09/06/23 21:00,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,38,2023,41.94470522,-87.78994836
09/06/23 15:00,MOTOR VEHICLE THEFT,STREET,false,44,2023,41.9410841,-87.64764917
09/06/23 21:00,MOTOR VEHICLE THEFT,STREET,false,1,2023,41.90834745,-87.66850993
09/06/23 16:00,THEFT,STREET,false,1,2023,41.90742061,-87.68592533
09/06/23 11:10,THEFT,SMALL RETAIL STORE,false,21,2023,41.68234318,-87.66260466
09/06/23 0:30,THEFT,APARTMENT,false,46,2023,41.96169257,-87.66148088
04/09/23 0:00,THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,44,2023,41.93275517,-87.64715037
09/06/23 21:30,BATTERY,ALLEY,false,17,2023,41.75444191,-87.6336017
09/06/23 11:30,THEFT,RESIDENCE - PORCH / HALLWAY,false,20,2023,41.78568756,-87.61654192
08/25/2024 09:37:00 PM,PUBLIC PEACE VIOLATION,SIDEWALK,true,24,2024,41.8656026,-87.71661697
09/07/23 0:00,ASSAULT,DRUG STORE,false,22,2023,41.84425276,-87.72494385
09/06/23 2:00,THEFT,STREET,false,32,2023,41.91501076,-87.68245744
09/06/23 16:30,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,false,4,2023,41.80704926,-87.59193059
09/06/23 12:30,CRIMINAL DAMAGE,STREET,false,10,2023,41.65125085,-87.54716206
08/25/2024 11:00:00 PM,MOTOR VEHICLE THEFT,STREET,false,1,2024,41.903839,-87.66384366
09/06/23 0:56,BATTERY,RESIDENCE,true,17,2023,41.74227454,-87.65108758
09/06/23 7:15,THEFT,APARTMENT,false,26,2023,41.91861294,-87.70896398
09/06/23 15:36,THEFT,SMALL RETAIL STORE,false,32,2023,41.9417486,-87.66871808
09/06/23 3:07,CRIMINAL DAMAGE,STREET,false,9,2023,41.69197441,-87.60598043
09/06/23 15:00,BATTERY,SCHOOL - PUBLIC GROUNDS,false,9,2023,41.70751943,-87.60183902
09/06/23 16:43,BATTERY,RESTAURANT,false,46,2023,41.96542318,-87.65562101
09/06/23 8:58,ASSAULT,RESIDENCE,false,6,2023,41.76625017,-87.64077159
09/06/23 6:30,MOTOR VEHICLE THEFT,STREET,false,31,2023,41.93812756,-87.7311386
09/06/23 11:06,ASSAULT,CONVENIENCE STORE,false,21,2023,41.67779976,-87.64288112
09/06/23 19:41,BURGLARY,APARTMENT,false,3,2023,41.80078686,-87.62099479
09/06/23 17:00,MOTOR VEHICLE THEFT,STREET,false,29,2023,41.89225168,-87.77220549
09/06/23 9:23,BATTERY,VEHICLE NON-COMMERCIAL,true,5,2023,41.76971283,-87.5846662
09/06/23 18:02,BATTERY,RESIDENCE,false,37,2023,41.88639335,-87.76508077
09/06/23 0:05,SEX OFFENSE,ALLEY,false,40,2023,41.97002759,-87.6962941
09/06/23 18:11,BATTERY,RESIDENCE,false,45,2023,41.97526748,-87.75347571
09/06/23 19:30,MOTOR VEHICLE THEFT,STREET,false,24,2023,41.87183878,-87.72611793
09/06/23 4:02,OFFENSE INVOLVING CHILDREN,APARTMENT,true,35,2023,41.92147059,-87.73280178
09/06/23 21:25,ASSAULT,RESIDENCE,true,48,2023,41.98618117,-87.658097
09/06/23 16:20,PUBLIC PEACE VIOLATION,STREET,false,1,2023,41.90650774,-87.67979596
09/06/23 15:15,BATTERY,SCHOOL - PUBLIC GROUNDS,false,3,2023,41.85605158,-87.62821881
09/06/23 20:00,THEFT,STREET,false,35,2023,41.93922493,-87.71660276
09/06/23 7:30,THEFT,STREET,false,35,2023,41.92649798,-87.71114707
09/06/23 22:25,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,13,2023,41.78854784,-87.74145836
09/06/23 1:00,THEFT,STREET,false,37,2023,41.91188078,-87.76430735
08/25/2024 05:31:00 AM,BURGLARY,SMALL RETAIL STORE,false,3,2024,41.80936632,-87.61759851
09/06/23 18:00,CRIMINAL DAMAGE,STREET,false,4,2023,41.80703006,-87.59193081
09/06/23 21:30,MOTOR VEHICLE THEFT,APARTMENT,false,33,2023,41.96002893,-87.70698989
09/06/23 8:00,OFFENSE INVOLVING CHILDREN,SCHOOL - PUBLIC BUILDING,false,10,2023,41.69854131,-87.53286584
07/07/23 4:00,THEFT,RESIDENCE - PORCH / HALLWAY,false,7,2023,41.72900636,-87.55814297
09/06/23 18:05,CRIMINAL DAMAGE,CTA BUS,false,2,2023,41.89677291,-87.62146443
09/06/23 20:30,ASSAULT,STREET,false,17,2023,41.76072086,-87.65278717
09/07/23 0:00,THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),false,10,2023,41.66581486,-87.55885388
09/06/23 23:50,BATTERY,APARTMENT,false,24,2023,41.87188334,-87.7043154
09/06/23 17:47,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),false,34,2023,41.88162419,-87.62939191
09/06/23 13:50,MOTOR VEHICLE THEFT,STREET,false,2,2023,41.89701226,-87.63271602
09/01/23 13:00,DECEPTIVE PRACTICE,APARTMENT,false,4,2023,41.84389246,-87.62209863
09/06/23 11:40,PUBLIC PEACE VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,13,2023,41.78898704,-87.74147999
09/06/23 3:50,CRIMINAL TRESPASS,CONSTRUCTION SITE,false,45,2023,41.95343636,-87.74627323
09/06/23 11:58,THEFT,RESIDENCE,false,8,2023,41.75651843,-87.58343052
09/06/23 16:15,OFFENSE INVOLVING CHILDREN,POLICE FACILITY / VEHICLE PARKING LOT,false,1,2023,41.92102149,-87.69730355
09/06/23 1:45,ROBBERY,RESTAURANT,true,47,2023,41.94718389,-87.68826909
08/25/2024 06:30:00 AM,MOTOR VEHICLE THEFT,STREET,false,14,2024,41.78926071,-87.70465807
07/17/2023 01:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,false,18,2023,41.7644875,-87.69611012
09/06/23 14:45,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,false,19,2023,41.72192149,-87.68209468
09/06/23 18:50,OTHER OFFENSE,SIDEWALK,false,15,2023,41.80110214,-87.68731572
09/06/23 7:00,BATTERY,APARTMENT,false,45,2023,41.95470465,-87.72062622
09/06/23 14:04,OTHER OFFENSE,APARTMENT,false,35,2023,41.95273487,-87.71408296
09/06/23 13:00,CRIMINAL DAMAGE,ALLEY,false,49,2023,42.01498163,-87.66705459
08/26/2024 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,HOSPITAL BUILDING / GROUNDS,false,5,2024,41.7921955,-87.60495851
09/06/23 18:55,ASSAULT,GAS STATION,false,49,2023,41.99810367,-87.66826445
09/06/23 0:02,BATTERY,RESIDENCE,true,10,2023,41.65559462,-87.59679886
09/06/23 8:48,THEFT,STREET,false,5,2023,41.80366152,-87.58369528
09/06/23 12:24,DECEPTIVE PRACTICE,APARTMENT,false,50,2023,42.01220521,-87.69370974
09/06/23 20:20,ASSAULT,APARTMENT,false,17,2023,41.75590855,-87.65763916
09/06/23 10:00,THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,41,2023,41.97629041,-87.90522722
09/06/23 19:00,CRIMINAL DAMAGE,STREET,false,15,2023,41.78213298,-87.70201083
09/04/23 5:00,THEFT,STREET,false,25,2023,41.85682944,-87.66988071
09/07/23 0:00,CRIMINAL TRESPASS,STREET,false,3,2023,41.85427337,-87.62466317
09/06/23 12:16,NARCOTICS,ALLEY,true,24,2023,41.86618416,-87.72428806
09/06/23 0:08,ASSAULT,APARTMENT,false,37,2023,41.89792483,-87.7249379
09/06/23 9:00,CRIMINAL SEXUAL ASSAULT,APARTMENT,false,30,2023,41.9458639,-87.76791271
09/06/23 8:00,BATTERY,APARTMENT,false,45,2023,41.95470465,-87.72062622
09/06/23 0:55,BATTERY,SIDEWALK,true,34,2023,41.8790601,-87.62610788
09/06/23 4:32,MOTOR VEHICLE THEFT,STREET,false,27,2023,41.89703228,-87.66413882
09/03/23 7:00,THEFT,STREET,false,43,2023,41.9139303,-87.63675248
09/06/23 6:08,BATTERY,APARTMENT,true,21,2023,41.71882357,-87.64314179
09/06/23 6:00,CRIMINAL DAMAGE,RESIDENCE - PORCH / HALLWAY,false,27,2023,41.88221937,-87.67754642
08/08/23 12:00,DECEPTIVE PRACTICE,APARTMENT,false,4,2023,41.80776362,-87.60233933
